match_id;game_in_series;teamA;teamB;teamA_win;date;split;Region_A;Games_A;Win rate_A;K:D_A;GPM_A;GDM_A;Game duration_A;Kills / game_A;Deaths / game_A;Towers killed_A;Towers lost_A;FB%_A;FT%_A;FOS%_A;DRAPG_A;DRA%_A;VGPG_A;HER%_A;ATAKHAN%_A;DRA@15_A;TD@15_A;GD@15_A;PPG_A;NASHPG_A;NASH%_A;CSM_A;DPM_A;WPM_A;VWPM_A;WCPM_A;Region_B;Games_B;Win rate_B;K:D_B;GPM_B;GDM_B;Game duration_B;Kills / game_B;Deaths / game_B;Towers killed_B;Towers lost_B;FB%_B;FT%_B;FOS%_B;DRAPG_B;DRA%_B;VGPG_B;HER%_B;ATAKHAN%_B;DRA@15_B;TD@15_B;GD@15_B;PPG_B;NASHPG_B;NASH%_B;CSM_B;DPM_B;WPM_B;VWPM_B;WCPM_B
summer_40;2;Natus Vincere;Karmine Corp;0;2025-08-02;3;EUW;2.0;0.0%;0.27;1618.0;-467.0;26:56;5.0;18.5;1.5;10.0;50.0;-;-;0.0;0.0;1.0;50.0;50.0;0.00;-0.5;-2427.0;2.50;0.0;0.0;31.9;1953.0;2.9;0.81;1.0;EUW;5.0;80.0%;2.07;1973.0;270.0;30:24;17.0;8.2;8.6;3.4;40.0;80.0;60.0;3.0;68.3;1.6;60.0;60.0;1.20;0.0;234.0;4.60;0.6;62.5;34.6;2592.0;3.4;1.21;1.53
summer_41;1;Nongshim RedForce;Gen.G eSports;0;2025-08-03;3;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65
summer_41;2;Nongshim RedForce;Gen.G eSports;0;2025-08-03;3;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65
summer_42;1;DN Freecs;OK BRION;0;2025-08-03;3;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68
summer_42;2;DN Freecs;OK BRION;0;2025-08-03;3;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68
summer_43;1;BNK FearX;DRX;1;2025-08-02;3;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_43;2;BNK FearX;DRX;0;2025-08-02;3;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_43;3;BNK FearX;DRX;0;2025-08-02;3;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_44;1;T1;Hanwha Life eSports;1;2025-08-02;3;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68
summer_44;2;T1;Hanwha Life eSports;1;2025-08-02;3;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68
summer_45;1;Dplus KIA;DN Freecs;1;2025-08-01;3;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44
summer_45;2;Dplus KIA;DN Freecs;1;2025-08-01;3;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44
summer_46;1;Gen.G eSports;KT Rolster;1;2025-08-01;3;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49
summer_46;2;Gen.G eSports;KT Rolster;1;2025-08-01;3;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49
summer_47;1;Nongshim RedForce;Hanwha Life eSports;0;2025-07-31;3;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68
summer_47;2;Nongshim RedForce;Hanwha Life eSports;0;2025-07-31;3;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68
summer_48;1;BNK FearX;OK BRION;1;2025-07-31;3;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68
summer_48;2;BNK FearX;OK BRION;1;2025-07-31;3;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68
summer_49;1;KT Rolster;T1;0;2025-07-30;3;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37
summer_49;2;KT Rolster;T1;0;2025-07-30;3;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37
summer_50;1;DRX;Dplus KIA;1;2025-07-30;3;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63
summer_50;2;DRX;Dplus KIA;0;2025-07-30;3;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63
summer_50;3;DRX;Dplus KIA;0;2025-07-30;3;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63
summer_51;1;T1;Nongshim RedForce;1;2025-07-27;3;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26
summer_51;2;T1;Nongshim RedForce;1;2025-07-27;3;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26
summer_52;1;DN Freecs;DRX;1;2025-07-27;3;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_52;2;DN Freecs;DRX;0;2025-07-27;3;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_52;3;DN Freecs;DRX;0;2025-07-27;3;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_53;1;Hanwha Life eSports;KT Rolster;1;2025-07-26;3;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49
summer_53;2;Hanwha Life eSports;KT Rolster;1;2025-07-26;3;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49
summer_54;1;Dplus KIA;BNK FearX;1;2025-07-26;3;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67
summer_54;2;Dplus KIA;BNK FearX;1;2025-07-26;3;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67
summer_55;1;OK BRION;DRX;1;2025-07-25;3;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_55;2;OK BRION;DRX;1;2025-07-25;3;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_55;3;OK BRION;DRX;0;2025-07-25;3;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68;KR;12.0;50.0%;1.0;1831.0;31.0;36:34;15.2;15.2;5.8;5.3;75.0;25.0;66.7;2.5;46.7;2.2;66.7;66.7;0.92;0.1;68.0;1.83;1.08;79.2;32.5;2745.0;3.4;1.27;1.63
summer_56;1;T1;Gen.G eSports;1;2025-07-25;3;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65
summer_56;2;T1;Gen.G eSports;1;2025-07-25;3;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65
summer_56;3;T1;Gen.G eSports;0;2025-07-25;3;KR;16.0;75.0%;1.38;1980.0;182.0;29:27;17.4;12.5;7.3;3.7;68.8;68.8;75.0;2.75;65.2;1.4;81.3;75.0;1.31;-0.2;322.0;4.38;0.63;76.9;34.5;3086.0;3.6;1.36;1.37;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65
summer_57;1;KT Rolster;Nongshim RedForce;1;2025-07-24;3;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26
summer_57;2;KT Rolster;Nongshim RedForce;1;2025-07-24;3;KR;8.0;25.0%;0.79;1771.0;-188.0;32:20;14.4;18.3;3.8;7.5;25.0;25.0;25.0;1.63;35.4;2.0;12.5;37.5;0.63;-0.1;-1073.0;3.25;0.38;27.8;31.7;2586.0;3.5;1.34;1.49;KR;8.0;0.0%;0.41;1719.0;-351.0;30:09;9.3;22.4;3.1;8.3;37.5;37.5;25.0;0.88;20.8;1.4;37.5;12.5;0.38;-0.3;-1171.0;2.63;0.25;19.0;32.0;2387.0;3.5;1.37;1.26
summer_58;1;DN Freecs;BNK FearX;0;2025-07-24;3;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67
summer_58;2;DN Freecs;BNK FearX;0;2025-07-24;3;KR;9.0;11.1%;0.6;1706.0;-226.0;34:37;10.3;17.3;4.2;8.0;44.4;55.6;44.4;1.78;38.7;1.8;55.6;77.8;0.56;0.1;134.0;4.44;0.11;3.7;31.9;2380.0;3.5;1.39;1.44;KR;9.0;55.6%;0.96;1839.0;-21.0;33:09;16.6;17.3;5.9;5.4;55.6;33.3;33.3;2.67;54.3;1.6;22.2;44.4;0.78;-0.1;-776.0;2.78;0.44;37.5;32.1;2837.0;3.7;1.42;1.67
summer_59;1;Gen.G eSports;Hanwha Life eSports;1;2025-07-23;3;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68
summer_59;2;Gen.G eSports;Hanwha Life eSports;1;2025-07-23;3;KR;19.0;73.7%;1.39;1967.0;182.0;31:50;17.2;12.3;7.2;4.2;73.7;52.6;57.9;2.79;62.3;1.7;42.1;52.6;0.89;0.3;854.0;4.53;0.58;57.8;34.5;2844.0;3.6;1.22;1.65;KR;13.0;53.8%;1.06;1890.0;54.0;31:49;16.0;15.1;5.8;5.0;46.2;61.5;53.8;2.46;54.5;0.9;46.2;53.8;1.00;0.2;372.0;3.38;0.77;70.8;33.5;2840.0;3.6;1.34;1.68
summer_60;1;Dplus KIA;OK BRION;1;2025-07-23;3;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68
summer_60;2;Dplus KIA;OK BRION;0;2025-07-23;3;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68
summer_60;3;Dplus KIA;OK BRION;0;2025-07-23;3;KR;10.0;70.0%;1.2;1895.0;125.0;36:23;15.3;12.8;7.4;4.9;30.0;60.0;30.0;2.6;50.8;0.5;40.0;20.0;1.00;0.0;553.0;3.50;0.8;70.0;34.4;2740.0;3.3;1.29;1.63;KR;10.0;60.0%;1.35;1883.0;59.0;34:25;17.4;12.9;6.1;6.2;40.0;80.0;70.0;2.9;59.5;1.4;60.0;40.0;1.00;-0.1;-57.0;2.40;0.6;46.3;33.8;2881.0;3.5;1.34;1.68
summer_61;1;Disguised;Shopify Rebellion;1;2025-08-03;3;;5.0;20.0%;0.61;1701.0;-254.0;34:39;9.4;15.4;4.0;8.2;40.0;20.0;20.0;1.8;33.0;1.2;20.0;60.0;0.40;0.0;-456.0;3.20;0.2;20.0;33.4;2275.0;3.9;1.54;1.54;;5.0;80.0%;1.23;1887.0;137.0;35:21;15.0;12.0;7.0;4.8;80.0;60.0;60.0;2.6;50.7;1.8;60.0;40.0;0.80;0.0;-181.0;2.80;0.8;75.0;34.1;2621.0;3.3;1.17;1.7
